h = 0.01, T = 200, nsteps = 20000
freq = 0.0267122, amp = 0.1, ncyc = 5
delaystart = 5, delaystep = 50, numdelays = 20
5, 0.16818935247299999
55, 0.18699484009706485
105, 0.18838348793428278
155, 0.055004603291365695
205, 0.032221006462829535
255, 1.3332766434902024e-06
305, 7.9846228907732565e-08
355, 1.5043109591970988e-08
405, 5.0503251255824853e-09
455, 2.3332696245404214e-09
505, 1.0262161567815354e-09
555, 5.1121301664949112e-10
605, 2.4890283727375262e-10
655, 1.1526805155563481e-10
705, 6.148629354980896e-11
755, 4.288916252184112e-11
805, 2.5036760630994628e-11
855, 1.2975289495091534e-11
905, 6.9397336605645299e-12
955, 4.1655455998831293e-12
