h = 0.01, T = 200, nsteps = 20000
freq = 0.0628276, amp = 0.1, ncyc = 5
delaystart = 5, delaystep = 50, numdelays = 20
5, 0.34726665993067707
55, 0.24920876779998
105, 0.22247556253555487
155, 0.10606370599285807
205, 0.00072809023428477401
255, 3.640899568786005e-05
305, 1.9493389181417595e-06
355, 3.5412715948355536e-07
405, 1.3595918529698459e-07
455, 6.3727414014683427e-08
505, 3.490322269133586e-08
555, 2.0733460545036924e-08
605, 6.8847465216821942e-09
655, 2.7222857253996804e-09
705, 1.5082313393015931e-09
755, 1.5404757836043829e-09
805, 1.0766443854839822e-09
855, 6.0170429892627213e-10
905, 3.2194996307528126e-10
955, 1.8542196317792494e-10
